State,District,Assessment Unit  Name,Assessment Unit Type,Recharge Worthy Area(Ha),Total Annual  Ground Water (Ham) Recharge,Annual Extractable Ground Water Resource  (Ham),Total   Ground Water Extraction  (Ham),Stage of Ground Water  Extraction (%),Categorization
BIHAR,PATNA,FATUHA,BLOCK,12636,3877.17,3489.45,2827.16,81.02021809,Semi-Critical
BIHAR,PATNA,GHOSWARI,BLOCK,13983,3841.51,3457.35,1315.54,38.05053003,safe
BIHAR,PATNA,KHUSRUPUR,BLOCK,6139,1873.77,1686.4,1121.13,66.48066888,safe
BIHAR,PATNA,MANER,BLOCK,17070,4786.36,4307.72,2496.46,57.95316316,safe
BIHAR,PATNA,MASAURHI,BLOCK,20243,6318.85,5686.97,4584.66,80.61691903,Semi-Critical
BIHAR,PATNA,MOKAMA,BLOCK,19132,5176.98,4659.28,1726.06,37.04563795,safe
BIHAR,PATNA,NAUBATPUR,BLOCK,16774,7471.53,6885.08,4274.92,62.08961987,safe
BIHAR,PATNA,PALIGANJ,BLOCK,23775,9528.66,8799.33,1968.06,22.36602105,safe
BIHAR,PATNA,PANDARAK,BLOCK,20489,5797.12,5217.41,2568.58,49.23094026,safe
BIHAR,PATNA,PATNA SADAR,BLOCK,4779,1806.62,1625.95,1100.14,67.6613672,safe
BIHAR,PATNA,PATNA URBAN,BLOCK,10887,2682.72,2460.4,2962.15,120.3930255,Over-Exploited
BIHAR,PATNA,PHULWARI SHARIF,BLOCK,10647,5589.72,5030.74,3694.65,73.44148177,Semi-Critical
BIHAR,PATNA,PUNPUN,BLOCK,12675,4207.25,3786.53,3018.11,79.70648589,Semi-Critical
BIHAR,PATNA,SAMPATCHAK,BLOCK,6535,2234.53,2011.08,1967.07,97.81162361,Critical
BIHAR,PURNEA,AMOUR,BLOCK,24505,7063.16,6709.54,3784.85,56.40997744,safe
BIHAR,PURNEA,BAISA,BLOCK,20732,6814.88,6473.25,3415.87,52.76901093,safe
BIHAR,PURNEA,BAISI,BLOCK,20463,7908.68,7117.82,3829.75,53.80509763,safe
BIHAR,PURNEA,BANMANKHI,BLOCK,36884,23081.71,21145.14,4972.99,23.5183593,safe
BIHAR,PURNEA,BARHARA KOTHI,BLOCK,22971,14379.08,12941.18,3506.61,27.09652443,safe
BIHAR,PURNEA,BHAWANIPUR,BLOCK,16064,9326.63,8565.96,2868.09,33.48241178,safe
BIHAR,PURNEA,DAGARUA,BLOCK,20995,9774.36,8796.93,4975.08,56.55472989,safe
BIHAR,PURNEA,DHAMDAHA,BLOCK,36254,21401.07,19260.95,4784.96,24.8428037,safe
BIHAR,PURNEA,JALALGARH,BLOCK,11320,8151.31,7336.18,1800.32,24.54029209,safe
BIHAR,PURNEA,KASBA,BLOCK,16797,9622.16,8805.26,2843.79,32.29649096,safe
BIHAR,PURNEA,KRITYANANDNAGAR,BLOCK,28470,20509.23,18458.31,4191.52,22.70803773,safe
BIHAR,PURNEA,PURNEA,BLOCK,25727,13629.28,12266.35,4326.39,35.27039421,safe
BIHAR,PURNEA,RUPAULI,BLOCK,24836,12316.57,11084.91,3970.25,35.81670938,safe
BIHAR,PURNEA,SRINAGAR,BLOCK,14221,8852,7966.8,2149.43,26.97984134,safe
BIHAR,ROHTAS,AKORHIGOLA,BLOCK,10470,4166.9,3750.21,1429.02,38.10506612,safe
BIHAR,ROHTAS,BIKRAMGANJ,BLOCK,13728,6190.29,5571.25,2370.63,42.55113305,safe
BIHAR,ROHTAS,CHENARI,BLOCK,22243,6027.1,5424.39,1073.79,19.79558992,safe
BIHAR,ROHTAS,DAWATH,BLOCK,10638,5103.76,4593.38,1651.87,35.96197136,safe
BIHAR,ROHTAS,DEHRI,BLOCK,16210,5879.62,5291.65,4392.29,83.00416694,Semi-Critical
BIHAR,ROHTAS,DINARA,BLOCK,30907,12017.48,10815.73,3701.16,34.22015897,safe
BIHAR,ROHTAS,KARAKAT,BLOCK,20353,6629.29,5966.36,2437.88,40.86042411,safe
BIHAR,ROHTAS,KARGAHAR,BLOCK,33151,11445.3,10300.77,6599.98,64.07268583,safe
BIHAR,ROHTAS,KOCHAS,BLOCK,21704,9115.8,8204.22,6139.05,74.82795439,Semi-Critical
BIHAR,ROHTAS,NASRIGANJ,BLOCK,13159,5293.08,4763.77,1334.83,28.02045439,safe
BIHAR,ROHTAS,NAUHATTA,BLOCK,36243,8723.07,7850.76,627.32,7.990563971,safe
BIHAR,ROHTAS,NOKHA,BLOCK,16910,4656.72,4191.05,1907,45.50172391,safe
BIHAR,ROHTAS,RAJPUR,BLOCK,7041,2362.08,2125.87,985.43,46.35419852,safe
BIHAR,ROHTAS,ROHTAS,BLOCK,29420,7137.76,6423.98,1694.52,26.37803978,safe
BIHAR,ROHTAS,SANJHAULI,BLOCK,6820,2887.52,2598.77,959.34,36.91515602,safe
BIHAR,ROHTAS,SASARAM,BLOCK,31673,8660.62,7794.55,2865.89,36.76786986,safe
BIHAR,ROHTAS,SHEOSAGAR,BLOCK,33130,13244.35,11919.9,2487.73,20.87039321,safe
BIHAR,ROHTAS,SURAJPURA,BLOCK,5703,2492.6,2243.33,1192.97,53.1785337,safe
BIHAR,ROHTAS,TILOUTHU,BLOCK,15640,3813.29,3431.96,1730.63,50.42686978,safe
BIHAR,SAHARSA,BANMA ITAHRI,BLOCK,7520,3091.84,2782.66,740.64,26.61625926,safe
BIHAR,SAHARSA,KAHARA,BLOCK,13445,6739.58,6065.62,2126.42,35.0569274,safe
BIHAR,SAHARSA,MAHISHI,BLOCK,22293,8957.44,8061.7,2011.06,24.94585509,safe
BIHAR,SAHARSA,NAUHATTA,BLOCK,16988,7004.51,6304.06,1967.03,31.20259008,safe
BIHAR,SAHARSA,PATARGHAT,BLOCK,11866,7117.37,6405.63,2951.3,46.07353219,safe
BIHAR,SAHARSA,SALKHUA,BLOCK,17661,7165.79,6516.13,1610.46,24.71497653,safe
BIHAR,SAHARSA,SATTAR KATAIYA,BLOCK,15074,8961.55,8065.39,2445.94,30.32636983,safe
BIHAR,SAHARSA,SIMRI BAKHTIYARPUR,BLOCK,21385,7510.75,6759.67,2386.69,35.30778869,safe
BIHAR,SAHARSA,SONBARSA,BLOCK,21047,10820.51,9738.45,3309.49,33.98374485,safe
BIHAR,SAHARSA,SOUR BAZAR,BLOCK,18849,10261.51,9235.35,4880.99,52.85116428,safe
BIHAR,SAMASTIPUR,BIBHUTIPUR,BLOCK,21080,7183.15,6464.84,4992.12,77.21954449,Semi-Critical
BIHAR,SAMASTIPUR,BITHAN,BLOCK,11927,3846.14,3461.53,2062.83,59.59301234,safe
BIHAR,SAMASTIPUR,DALSINGSARAI,BLOCK,9516,3418.61,3076.75,3030.3,98.49029008,Critical
BIHAR,SAMASTIPUR,HASANPUR,BLOCK,15306,5015.65,4514.09,2927.73,64.85759034,safe
BIHAR,SAMASTIPUR,KALYANPUR,BLOCK,23534,8458.86,7612.98,5467.66,71.82023334,Semi-Critical
BIHAR,SAMASTIPUR,KHANPUR,BLOCK,14104,4575.8,4118.21,2575.3,62.53445065,safe
BIHAR,SAMASTIPUR,MOHANPUR,BLOCK,8102,2486.31,2237.67,962.99,43.03538949,safe
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,BLOCK,12954,4372.42,3935.18,2500.34,63.53813549,safe
BIHAR,SAMASTIPUR,MORWA,BLOCK,12586,4124.86,3712.37,2360.22,63.57717577,safe
BIHAR,SAMASTIPUR,PATORI,BLOCK,10730,3381.36,3043.23,1623.03,53.33247898,safe
BIHAR,SAMASTIPUR,PUSA,BLOCK,7591,2477.7,2229.93,1445.94,64.84239416,safe
BIHAR,SAMASTIPUR,ROSERA,BLOCK,10721,3509.99,3158.99,2095.82,66.34462281,safe
BIHAR,SAMASTIPUR,SAMASTIPUR,BLOCK,14298,4733.07,4259.77,2889.35,67.82877949,safe
BIHAR,SAMASTIPUR,SARAIRANJAN,BLOCK,14802,5227.77,4705,3921.8,83.35387885,Semi-Critical
BIHAR,SAMASTIPUR,SHIVAJINAGAR,BLOCK,13808,4546.07,4091.47,2662.65,65.07807707,safe
BIHAR,SAMASTIPUR,SINGHIYA,BLOCK,14484,4884.1,4395.69,2576.28,58.60922859,safe
BIHAR,SAMASTIPUR,TAJPUR,BLOCK,6793,2561.86,2305.67,2490.8,108.0293364,Over-Exploited
BIHAR,SAMASTIPUR,UJIYARPUR,BLOCK,17122,5888.36,5299.52,3885.65,73.32079132,Semi-Critical
BIHAR,SAMASTIPUR,VIDYAPATINAGAR,BLOCK,8744,2959.66,2663.69,2011.33,75.5091621,Semi-Critical
BIHAR,SAMASTIPUR,WARISNAGAR,BLOCK,13085,4938.01,4444.21,2412.68,54.2881637,safe
BIHAR,SARAN,AMNOUR,BLOCK,12598,5935.65,5342.08,2369.64,44.35800288,safe
BIHAR,SARAN,BANIYAPUR,BLOCK,16993,10019.56,9513.76,3803.04,39.97410067,safe
BIHAR,SARAN,CHAPRA SADAR,BLOCK,18487,5365.89,4829.3,2662.45,55.13117843,safe
BIHAR,SARAN,DARIYAPUR,BLOCK,22573,7658.06,6978.01,4519.25,64.76416629,safe
BIHAR,SARAN,DIGHWARA,BLOCK,8891,2432.94,2189.65,1498.12,68.41824036,safe
BIHAR,SARAN,EKMA,BLOCK,15044,6994.73,6440.95,3760.26,58.3805184,safe
BIHAR,SARAN,GARKHA,BLOCK,17203,6116.11,5691.13,3232.32,56.79575058,safe
BIHAR,SARAN,ISUAPUR,BLOCK,10006,4781.17,4303.05,2422.93,56.30727042,safe
BIHAR,SARAN,JALALPUR,BLOCK,11953,5752.11,5176.9,2258.16,43.61992698,safe
BIHAR,SARAN,LAHLADPUR,BLOCK,5337,1936.72,1743.05,1030.15,59.10042741,safe
BIHAR,SARAN,MAKER,BLOCK,7409,2442.03,2197.82,632.02,28.75667707,safe
BIHAR,SARAN,MANJHI,BLOCK,21240,7835.44,7051.89,4462.72,63.2840274,safe
BIHAR,SARAN,MARHAURA,BLOCK,15343,7838.7,7054.83,3976.79,56.36974952,safe
BIHAR,SARAN,MASHRAKH,BLOCK,13512,7069.54,6362.59,2393.97,37.62571531,safe
BIHAR,SARAN,NAGRA,BLOCK,5383,3371.97,3034.78,1526.12,50.287665,safe
BIHAR,SARAN,PANAPUR,BLOCK,11272,3723.78,3351.4,1783.48,53.21596945,safe
BIHAR,SARAN,PARSA,BLOCK,10405,5022.22,4678.7,2933.17,62.69198709,safe
BIHAR,SARAN,RIVILGANJ,BLOCK,12351,3713.29,3341.97,1570.4,46.99024827,safe
BIHAR,SARAN,SONEPUR,BLOCK,16790,4287.21,3858.48,1666.22,43.18332608,safe
BIHAR,SARAN,TARAIYA,BLOCK,10167,4150.92,3735.82,2316.14,61.99816908,safe
BIHAR,SHEIKHPURA,ARIYARI,BLOCK,14665,4637.25,4173.52,2489.92,59.65995131,safe
BIHAR,SHEIKHPURA,BARBIGHA,BLOCK,9346,2722.26,2450.03,2323.61,94.84006318,Critical
BIHAR,SHEIKHPURA,CHEWARA,BLOCK,11506,2914.32,2622.88,991.9,37.81720856,safe
BIHAR,SHEIKHPURA,GHAT KUSUMBA,BLOCK,9259,2108.73,1897.85,491.21,25.88244593,safe
BIHAR,SHEIKHPURA,SHEIKHOPUR SARAI,BLOCK,5515,1951.14,1756.03,1118.29,63.6828528,safe
BIHAR,SHEIKHPURA,SHEIKHPURA,BLOCK,15968,3331.93,3161.46,1343.4,42.49302537,safe
BIHAR,SHEOHAR,DUMRI KATSARI,BLOCK,6659,2828.71,2545.84,1700.09,66.77913773,safe
BIHAR,SHEOHAR,PIPRAHI,BLOCK,8268,3375.23,3037.7,1763.84,58.06498338,safe
BIHAR,SHEOHAR,PURNAHIYA,BLOCK,6410,2435.88,2192.29,1035.08,47.21455647,safe
BIHAR,SHEOHAR,SHEOHAR,BLOCK,9282,3813.23,3431.9,2106.16,61.37008654,safe
BIHAR,SHEOHAR,TARIYANI,BLOCK,13680,5812.21,5230.99,3502.83,66.96304141,safe
BIHAR,SITAMARHI,BAIRGANIA,BLOCK,6706,2240.61,2016.55,1260.04,62.48493715,safe
BIHAR,SITAMARHI,BAJPATTI,BLOCK,13932,4646.7,4182.03,2217.89,53.03381372,safe
BIHAR,SITAMARHI,BATHNAHA,BLOCK,19995,5652.72,5369,3362.88,62.63512758,safe
BIHAR,SITAMARHI,BELSAND,BLOCK,7688,2682.58,2414.33,1592.09,65.9433466,safe
BIHAR,SITAMARHI,BOKHRA,BLOCK,8601,2825.85,2543.26,1140.14,44.82986403,safe
BIHAR,SITAMARHI,CHORAUT,BLOCK,7366,2314.67,2083.2,623.91,29.94959677,safe
BIHAR,SITAMARHI,DUMRA,BLOCK,19542,6493.7,5844.33,2959.33,50.63591549,safe
BIHAR,SITAMARHI,MAJORGANJ,BLOCK,7554,2576.27,2318.65,1319.75,56.91889677,safe
BIHAR,SITAMARHI,NANPUR,BLOCK,10749,3589.23,3230.3,1487.9,46.06073739,safe
BIHAR,SITAMARHI,PARIHAR,BLOCK,21221,6865.83,6179.25,2392.5,38.71829105,safe
BIHAR,SITAMARHI,PARSAUNI,BLOCK,5914,2039.12,1835.21,1108.7,60.41270481,safe
BIHAR,SITAMARHI,PUPRI,BLOCK,9309,3021.91,2719.71,1305.49,48.00107364,safe
BIHAR,SITAMARHI,RIGA,BLOCK,12914,4279.18,3851.26,1937.83,50.31677944,safe
BIHAR,SITAMARHI,RUNNI SAIDPUR,BLOCK,26315,8969.66,8072.69,4528.17,56.09245493,safe
BIHAR,SITAMARHI,SONBARSA,BLOCK,17633,5247.46,4983.36,2302.65,46.20677615,safe
BIHAR,SITAMARHI,SUPPI,BLOCK,8575,2798.6,2518.74,1163.94,46.21120084,safe
BIHAR,SITAMARHI,SURSAND,BLOCK,14506,3211.12,2890.02,1165.84,40.34020526,safe
BIHAR,SIWAN,ANDAR,BLOCK,11826,4963.77,4467.39,2328.98,52.13290087,safe
BIHAR,SIWAN,BARHARIA,BLOCK,17732,8567.36,7710.63,4700.1,60.95610864,safe
BIHAR,SIWAN,BASANTPUR,BLOCK,6220,3023.28,2720.95,1426.05,52.41000386,safe
BIHAR,SIWAN,BHAGWANPUR,BLOCK,14943,6021.73,5581.86,3237.07,57.99267628,safe
BIHAR,SIWAN,DARAULI,BLOCK,17278,9432.42,8628.95,3621.93,41.97416835,safe
BIHAR,SIWAN,DARAUNDHA,BLOCK,12431,6548.44,5893.6,3106.36,52.70734356,safe
BIHAR,SIWAN,GORIAKOTHI,BLOCK,13798,6239.42,5615.47,3577.58,63.70936004,safe
BIHAR,SIWAN,GUTHANI,BLOCK,9171,4932.79,4439.51,2319.67,52.25058621,safe
BIHAR,SIWAN,HASANPURA,BLOCK,8490,3863.99,3477.6,1760.98,50.63779618,safe
BIHAR,SIWAN,HUSSAINGANJ,BLOCK,9699,4291.17,3862.05,2320.05,60.07301822,safe
BIHAR,SIWAN,LAKRI NABIGANJ,BLOCK,9521,4006.61,3605.95,2032.42,56.36295567,safe
BIHAR,SIWAN,MAHARAJGANJ,BLOCK,11542,4918.4,4426.55,2472.29,55.85139669,safe
BIHAR,SIWAN,MAIRWA,BLOCK,7977,4438.34,3994.5,1955.67,48.95906872,safe
BIHAR,SIWAN,NAUTAN,BLOCK,6462,3396.58,3056.92,1658.02,54.23825288,safe
BIHAR,SIWAN,PACHRUKHI,BLOCK,12437,4996.97,4497.28,2950.78,65.61254803,safe
BIHAR,SIWAN,RAGHUNATHPUR,BLOCK,15589,6480.89,5967.82,2914.29,48.83340985,safe
BIHAR,SIWAN,SISWAN,BLOCK,11579,4877.09,4389.37,2694.55,61.38808075,safe
BIHAR,SIWAN,SIWAN SADAR,BLOCK,12909,6815.52,6133.96,3620.37,59.02174126,safe
BIHAR,SIWAN,ZIRADEI,BLOCK,12703,6735.51,6061.96,2593.48,42.78286231,safe
BIHAR,SUPAUL,BASANTPUR,BLOCK,25153,9993.14,8993.83,4126.52,45.88167666,safe
BIHAR,SUPAUL,CHHATAPUR,BLOCK,31275,19859.5,17873.55,5083.51,28.44152393,safe
BIHAR,SUPAUL,KISHANPUR,BLOCK,19669,7447.05,6702.34,2498.08,37.27175882,safe
BIHAR,SUPAUL,MARAUNA,BLOCK,16657,4834.84,4351.35,1568.71,36.05111057,safe
BIHAR,SUPAUL,NIRMALI,BLOCK,12935,3773.21,3395.89,1289.19,37.9632438,safe
BIHAR,SUPAUL,PIPRA,BLOCK,19751,12093.15,10883.82,4481.32,41.17414658,safe
BIHAR,SUPAUL,PRATAPGANJ,BLOCK,11080,5479.03,4931.12,1261.28,25.577962,safe
BIHAR,SUPAUL,RAGHOPUR,BLOCK,20809,9517.96,8566.15,2759.78,32.2172738,safe
BIHAR,SUPAUL,SARAIGARH-BHAPTIYAHI,BLOCK,20641,8106.7,7296.03,1689.19,23.15218002,safe
BIHAR,SUPAUL,SUPAUL,BLOCK,30959,12982.76,11684.49,3627.15,31.04243317,safe
BIHAR,SUPAUL,TRIVENGANJ,BLOCK,32097,18920.32,17357.38,5150.65,29.67412132,safe
BIHAR,VAISHALI,BHAGWANPUR,BLOCK,11828,6409.21,5768.28,2741.97,47.53531382,safe
BIHAR,VAISHALI,BIDUPUR,BLOCK,11454,3980.89,3582.79,2851.27,79.58239249,Semi-Critical
BIHAR,VAISHALI,CHEHRA KALAN,BLOCK,6831,3213.81,2892.44,2014.99,69.66402069,safe
BIHAR,VAISHALI,DESRI,BLOCK,7416,2323.07,2090.77,1345.11,64.33562754,safe
BIHAR,VAISHALI,GORAUL,BLOCK,4999,3992.89,3593.61,2354.18,65.51016944,safe
BIHAR,VAISHALI,HAJIPUR,BLOCK,9888,4477.25,4029.52,4175.61,103.6254939,Over-Exploited
BIHAR,VAISHALI,JANDAHA,BLOCK,15686,5625.02,5062.52,4874.46,96.28524924,Critical
BIHAR,VAISHALI,LALGANJ,BLOCK,15032,5793.92,5214.53,3641.45,69.83275578,safe
BIHAR,VAISHALI,MAHNAR,BLOCK,9989,3086.14,2777.52,2458.89,88.52825542,Semi-Critical
BIHAR,VAISHALI,MAHUA,BLOCK,15143,8148.22,7333.41,3927.66,53.55844007,safe
BIHAR,VAISHALI,PATEHRI BELSAR,BLOCK,25657,7435.58,6692.03,2336.18,34.90988534,safe
BIHAR,VAISHALI,PATEPUR,BLOCK,14003,6450.75,5805.68,6278.48,108.1437489,Over-Exploited
BIHAR,VAISHALI,RAGHOPUR,BLOCK,22580,6946.66,6251.98,3401.92,54.41348181,safe
BIHAR,VAISHALI,RAJA PAKAR,BLOCK,7557,2658.24,2392.42,2225.89,93.03926568,Critical
BIHAR,VAISHALI,SAHDAI,BLOCK,8774,2818.73,2536.85,1672.1,65.91245048,safe
BIHAR,VAISHALI,VAISHALI,BLOCK,12681,5779.84,5201.86,3171.25,60.96377065,safe
BIHAR,WEST CHAMPARAN,BAGAHA 1,BLOCK,39607,19815.76,18067.05,3288.18,18.19987214,safe
BIHAR,WEST CHAMPARAN,BAGAHA 2,BLOCK,29593,20944.82,19097.06,2964.44,15.52301768,safe
BIHAR,WEST CHAMPARAN,BAIRIYA,BLOCK,23349,10413.75,9372.37,2483.34,26.49639312,safe
BIHAR,WEST CHAMPARAN,BETTIAH,BLOCK,6164,2723.22,2450.9,1310.15,53.45587335,safe
BIHAR,WEST CHAMPARAN,BHITAHA,BLOCK,14087,4713,4241.7,2195.77,51.76627296,safe
BIHAR,WEST CHAMPARAN,CHANPATIA,BLOCK,25786,13187.69,11868.92,2133.98,17.97956343,safe
BIHAR,WEST CHAMPARAN,GAUNAHA,BLOCK,14653,7139.74,6425.77,1763,27.43640062,safe
BIHAR,WEST CHAMPARAN,LAURIYA,BLOCK,20354,10923.14,9830.82,3457.94,35.17448188,safe
BIHAR,WEST CHAMPARAN,MADHUBANI,BLOCK,14055,4725.75,4253.18,1936.4,45.52828707,safe
BIHAR,WEST CHAMPARAN,MAINATAND,BLOCK,23446,7814.4,7137.96,1281.12,17.94798514,safe
BIHAR,WEST CHAMPARAN,MAJHAULIA,BLOCK,28615,13243.29,12308.69,5516.01,44.81394852,safe
BIHAR,WEST CHAMPARAN,NARKATIAGANJ,BLOCK,34489,14639.4,13535.33,3610.36,26.6736016,safe
BIHAR,WEST CHAMPARAN,NAUTAN,BLOCK,18850,10799.89,10117.84,4287.99,42.38048833,safe
BIHAR,WEST CHAMPARAN,PIPRASI,BLOCK,16022,5094.92,4585.42,1208.11,26.34676867,safe
BIHAR,WEST CHAMPARAN,RAMNAGAR,BLOCK,22241,11126.24,10013.62,2280.72,22.77617884,safe
BIHAR,WEST CHAMPARAN,SIKTA,BLOCK,19580,8543,7688.7,2014.26,26.19766671,safe
BIHAR,WEST CHAMPARAN,THAKARAHA,BLOCK,14396,4597.08,4137.37,642.07,15.51879576,safe
BIHAR,WEST CHAMPARAN,YOGAPATTI,BLOCK,21894,12171.31,10954.18,2655.56,24.24243531,safe
CHANDIGARH,CHANDIGARH,CHANDIGARH,UT,11400,5379.47,4841.52,3650.81,75.41,Semi-Critical
CHHATTISGARH,BALOD,BALOD,BLOCK,30425,4905.48,4414.93,3682.13,83.40177534,Semi-Critical
CHHATTISGARH,BALOD,DOUNDI,BLOCK,40963,4679.3,4353.37,2888.81,66.35801689,safe
CHHATTISGARH,BALOD,DOUNDI LOHARA,BLOCK,88332,11639,10724.11,5544.52,51.70144655,safe
CHHATTISGARH,BALOD,GUNDERDEHI,BLOCK,68070,10422.06,9379.85,6985,74.46814181,Semi-Critical
CHHATTISGARH,BALOD,GURUR,BLOCK,33680,7139.62,6425.66,6282.72,97.77548143,Critical
CHHATTISGARH,BALODA BAZAR,BALODA BAZAR,BLOCK,62320,12590.01,11463.52,4692.85,40.93725139,safe
CHHATTISGARH,BALODA BAZAR,BHATAPARA,BLOCK,47115,7327.96,6595.16,4607.49,69.86168645,safe
CHHATTISGARH,BALODA BAZAR,KASDOL,BLOCK,176339,13957.46,12561.72,6634.11,52.8121149,safe
CHHATTISGARH,BALODA BAZAR,PALARI,BLOCK,59468,12487.23,11238.5,2176.21,19.36388308,safe
CHHATTISGARH,BALODA BAZAR,SIMGA,BLOCK,61506,11626.22,10590.64,7358.12,69.47757643,safe
CHHATTISGARH,BALRAMPUR,BALRAMPUR,BLOCK,82416,5455.23,4909.7,1430.48,29.13579241,safe
CHHATTISGARH,BALRAMPUR,KUSMI,BLOCK,119559,8425.74,7583.16,1258.26,16.59281882,safe
CHHATTISGARH,BALRAMPUR,RAJPUR,BLOCK,89540,8334.55,7501.1,1661.64,22.15195105,safe
CHHATTISGARH,BALRAMPUR,RAMCHANDRAPUR,BLOCK,105873,8583,7724.7,2986,38.65522286,safe
CHHATTISGARH,BALRAMPUR,SHANKARGARH,BLOCK,63645,5048.66,4543.79,1030.25,22.67380315,safe
CHHATTISGARH,BALRAMPUR,WADRAFNAGAR,BLOCK,105098,13274,12591.01,1541.44,12.24238564,safe
CHHATTISGARH,BASTAR,BAKAWAND,BLOCK,68134,4636.56,4393.79,2019.17,45.95508661,safe
CHHATTISGARH,BASTAR,BASTANAR,BLOCK,47888,3520.97,3168.88,178.7,5.639216379,safe
CHHATTISGARH,BASTAR,BASTAR,BLOCK,89027,5547.47,4992.72,2275.01,45.56654489,safe
CHHATTISGARH,BASTAR,DARBHA,BLOCK,34077,2364.86,2128.38,253.02,11.88791475,safe
CHHATTISGARH,BASTAR,JAGDALPUR,BLOCK,50170,4354.85,3919.36,1561.49,39.84043313,safe
CHHATTISGARH,BASTAR,LOHANDIGUDA,BLOCK,57951,3520.53,3168.48,404.6,12.76952987,safe
CHHATTISGARH,BASTAR,TOKAPAL,BLOCK,36286,2340.8,2217.07,645.24,29.10327595,safe
CHHATTISGARH,BEMETARA,BEMETARA,BLOCK,72779,13631.61,12268.44,11055.83,90.11602127,Critical
CHHATTISGARH,BEMETARA,BERLA,BLOCK,77718,13073.73,11766.35,11457.31,97.37352705,Critical
CHHATTISGARH,BEMETARA,NAWAGARH,BLOCK,62498,8146.2,7618.11,7483.95,98.23893328,Critical
CHHATTISGARH,BEMETARA,SAJA,BLOCK,72486,15013.87,13512.48,12086.74,89.44871704,Semi-Critical
CHHATTISGARH,BIJAPUR,BHAIRAMGARH,BLOCK,146370,17108.79,15397.92,748.78,4.862864595,safe
CHHATTISGARH,BIJAPUR,BHOPALPATTNAM,BLOCK,92598,9701.8,8731.62,892.89,10.22593745,safe
CHHATTISGARH,BIJAPUR,BIJAPUR,BLOCK,86778,11049.33,9944.39,1639.1,16.48266007,safe
CHHATTISGARH,BIJAPUR,USOOR,BLOCK,111983,14079.26,12671.33,452.68,3.572474239,safe
CHHATTISGARH,BILASPUR,BELHA,BLOCK,87890,11341.03,10206.93,9101.2,89.16686996,Semi-Critical
CHHATTISGARH,BILASPUR,KOTA,BLOCK,83345,8292.33,7773.1,2722.43,35.0237357,safe
CHHATTISGARH,BILASPUR,MASTURI,BLOCK,73920,8507.61,7816.97,3310.63,42.35183198,safe
CHHATTISGARH,BILASPUR,TAKHATPUR,BLOCK,72440,19384.43,17445.98,12359.38,70.84371299,Semi-Critical
CHHATTISGARH,DANTEWADA,DANTEWADA,BLOCK,160453,13120.73,11808.66,1582.16,13.3983026,safe
CHHATTISGARH,DANTEWADA,GEEDAM,BLOCK,55110,4844.3,4359.87,1106.94,25.38928913,safe
CHHATTISGARH,DANTEWADA,KATEKALYAN,BLOCK,43920,5022.65,4520.38,432.47,9.567116039,safe
CHHATTISGARH,DANTEWADA,KUAKONDA,BLOCK,52383,4306.7,3876.03,635.45,16.39435195,safe
CHHATTISGARH,DHAMTARI,DHAMTARI,BLOCK,67883,24391.61,21952.45,18884.41,86.02415676,Semi-Critical
CHHATTISGARH,DHAMTARI,KURUD,BLOCK,59242,26385.54,23746.98,19268.93,81.14265477,Semi-Critical
CHHATTISGARH,DHAMTARI,MAGARLOD,BLOCK,88191,10763.02,10122.08,6639,65.589286,safe
CHHATTISGARH,DHAMTARI,NAGRI,BLOCK,33390,9445.8,8501.22,5523.3,64.9706748,safe
CHHATTISGARH,DURG,DHAMDHA,BLOCK,88249,16738.13,15064.32,12101.86,80.33459194,Semi-Critical
CHHATTISGARH,DURG,DURG,BLOCK,67517,12376.47,11138.82,9655.46,86.68297001,Semi-Critical
CHHATTISGARH,DURG,PATAN,BLOCK,76233,15876.4,14548.57,9290.22,63.85658522,safe
CHHATTISGARH,GARIABAND,CHHURA,BLOCK,44880,5737.66,5163.89,3507.44,67.92243832,safe
CHHATTISGARH,GARIABAND,DEOBHOG,BLOCK,30000,3240.94,3078.89,1372.97,44.59301891,safe
CHHATTISGARH,GARIABAND,GARIABAND,BLOCK,80280,10095.3,9085.77,5520.44,60.75918717,safe
CHHATTISGARH,GARIABAND,MAINPUR,BLOCK,48450,8619.02,7757.11,4024.17,51.87718106,safe
CHHATTISGARH,GARIABAND,RAJIM/FINGESHWAR,BLOCK,59530,9563.97,8607.57,7117.54,82.6893072,Semi-Critical
CHHATTISGARH,GOURELA-PENDRA-MARWAHI,GAURELA,BLOCK,50655,4721.75,4249.57,1138.88,26.79988799,safe
CHHATTISGARH,GOURELA-PENDRA-MARWAHI,MARWAHI,BLOCK,79547,5724.41,5151.96,1489.15,28.90453342,safe
CHHATTISGARH,GOURELA-PENDRA-MARWAHI,PENDRA,BLOCK,34921,4150.9,3917.94,2211.52,56.44598947,safe
CHHATTISGARH,JANJGIR-CHAMPA,AKALTARA,BLOCK,39699,8368.71,7639.54,2011.56,26.33090474,safe
CHHATTISGARH,JANJGIR-CHAMPA,BALODA,BLOCK,36331,4786.48,4469.94,1948.59,43.59320259,safe
CHHATTISGARH,JANJGIR-CHAMPA,BAMHANIDIH,BLOCK,34334,7249.4,6578.65,2304.17,35.02496713,safe
